"ApoA1" "ApoB" "BisDBRatio" "BisFARatio" "CH2DBRatio" "CH2InFA" "DBInFA" "DHA" "EstC" "FALen" "FAw3" "FAw6" "FAw79S" "FreeC" "Gln" "Glol" "LLDLFC" "Gp" "HDLC" "HDLD" "IDLC" "IDLFC" "IDLL" "IDLPL" "IDLP" "IDLTG" "LA" "LDLC" "LDLD" "LHDLCE" "LHDLC" "LHDLFC" "LHDLL" "LHDLPL" "LHDLP" "LLDLCE" "LLDLC" "MVLDLFC" "LLDLL" "LLDLPL" "LLDLP" "LVLDLCE" "LVLDLC" "LVLDLFC" "LVLDLL" "LVLDLPL" "LVLDLP" "LVLDLTG" "MHDLCE" "MHDLC" "MHDLFC" "MHDLL" "MHDLPL" "MHDLP" "MLDLCE" "MLDLC" "MLDLL" "MLDLPL" "MLDLP" "MUFA" "MVLDLCE" "MVLDLC" "TotPG" "MVLDLL" "MVLDLPL" "MVLDLP" "MVLDLTG" "OtPUFA" "PC" "SerumC" "SerumTG" "SHDLL" "SHDLP" "SHDLTG" "SLDLC" "SLDLL" "SLDLP" "SM" "SVLDLC" "SVLDLFC" "SVLDLL" "SVLDLPL" "SVLDLP" "SVLDLTG" "TotFA" "VLDLD" "XLHDLCE" "XLHDLC" "XLHDLFC" "XLHDLL" "XLHDLPL" "XLHDLP" "XLHDLTG" "XLVLDLL" "XLVLDLPL" "XLVLDLP" "XLVLDLTG" "XSVLDLL" "XSVLDLPL" "XSVLDLP" "XSVLDLTG" "XXLVLDLL" "XXLVLDLPL" "XXLVLDLTG" "Gly"
"rs174594" 1.32e-11 0.17004 2.58e-196 4.61e-161 4.11e-131 2.34e-81 2.15e-100 3.31e-22 1.83e-07 2.12e-05 5.52e-32 0.578025 0.898561 0.003512 0.211144 0.043646 0.001615 0.038748 3.35e-11 1.59e-19 3.11e-05 7.09e-06 5.38e-05 0.000252 9.28e-05 9.23e-05 3.08e-28 0.068789 4.91e-07 5.1e-14 5.05e-14 1.39e-15 4.2e-16 1.18e-15 1.5e-16 0.028874 0.009356 6.78e-05 0.01156 0.011638 0.007243 5.75e-05 1.62e-05 6.37e-05 5.17e-05 0.000574 2.45e-05 1.68e-05 0.949167 0.971369 0.079493 0.40479 0.205148 0.312867 0.142375 0.191875 0.195146 0.218244 0.158649 0.000163 0.04254 0.001583 0.032232 5.36e-06 0.000132 2.26e-05 1.01e-06 1.63e-210 0.014815 9.34e-05 0.010165 0.040424 0.002298 0.527542 0.431746 0.611468 0.33642 0.006736 0.981913 0.242344 0.032141 0.218722 0.008414 0.000209 0.371207 2.01e-14 3.53e-15 1.16e-15 1.87e-17 2.66e-17 7.62e-18 3.93e-14 1.52e-14 1.49e-05 0.000392 7.07e-05 2.05e-06 0.0016 5.95e-05 0.010367 0.826165 0.000183 2.6e-05 0.000278 0.582744
"rs2980859" 0.514543 8.27e-05 0.420079 0.38709 0.424395 0.418263 0.580106 0.392555 0.194259 0.246807 0.044367 0.026245 0.012001 0.027533 0.735991 0.003467 0.032719 0.030292 0.16344 0.806946 0.004493 0.005893 0.002312 0.001587 0.001672 6.09e-05 0.052628 0.004317 0.637469 0.143396 0.088815 0.11837 0.147863 0.119601 0.1692 0.003937 0.009717 2.95e-06 0.003531 0.007881 0.002226 4.95e-05 0.000129 7.2e-05 0.000829 0.00015 0.000247 0.000365 0.017559 0.023049 0.12062 0.131541 0.240428 0.227634 0.002109 0.007811 0.001809 0.003837 0.001243 0.017184 1.5e-05 3.2e-06 0.011182 0.000104 6.28e-06 0.000568 0.000115 0.026681 0.063534 0.001485 2.48e-06 0.576061 0.732683 3.58e-05 0.002225 0.001597 0.000546 0.417727 2.05e-05 1.04e-06 7.69e-06 4.5e-06 7.25e-06 1.5e-06 0.007199 0.008643 0.216244 0.227159 0.319529 0.330433 0.730129 0.705385 1.14e-05 0.001621 0.00058 0.002064 0.000954 0.000189 0.000998 0.00013 9.69e-06 0.004151 0.001359 0.002089 0.19365
"rs113083442" 0.07864 0.614398 0.788234 0.888132 0.613279 0.556385 0.920572 0.012522 0.391339 0.127018 0.049059 0.045654 0.007989 0.009026 0.522803 0.557431 0.99983 0.53469 0.044726 7.25e-08 0.063237 0.073135 0.028611 0.072972 0.014985 1.57e-05 0.091509 0.780535 1.91e-07 3.59e-05 8.86e-05 8.16e-05 9.78e-06 2.35e-05 6.03e-06 0.702478 0.960957 0.57172 0.474531 0.902792 0.31768 0.675417 0.64674 0.434956 0.298773 0.547809 0.592013 0.229638 0.416881 0.418279 0.926085 0.901237 0.967406 0.882258 0.958712 0.546401 0.879878 0.718778 0.929426 0.020265 0.343437 0.832127 0.00152 0.621804 0.776736 0.491336 0.286958 0.018718 0.000352 0.145226 0.496273 0.009787 0.007884 0.020888 0.448108 0.352931 0.754147 0.029288 0.506396 0.50997 0.509819 0.457172 0.572782 0.839826 0.012381 0.00237 0.004035 0.012662 0.001603 0.000108 1.99e-06 8.28e-07 1.04e-10 0.324939 0.524849 0.156276 0.273611 0.001007 0.00089 0.001073 0.008357 0.784203 0.730498 0.852917 0.581961
"rs144064722" 8.3e-09 2.29e-08 0.626645 0.07896 0.001146 0.013736 0.002139 0.00097 4.11e-12 0.014327 0.000104 2.29e-09 1.29e-05 1.37e-12 0.085536 0.00016 1.93e-11 4.09e-08 0.000131 0.931252 8.62e-09 1.63e-08 4.67e-10 2.65e-09 1.62e-10 5.03e-13 7.45e-09 2.82e-12 0.008581 0.362099 0.419307 0.488039 0.29412 0.131271 0.241362 2.53e-11 1.82e-11 0.057999 2.72e-12 4.67e-11 6.14e-13 0.964287 0.430018 0.295733 0.522028 0.157482 0.447981 0.712214 0.495353 0.304064 0.00894 0.069538 0.01383 0.041396 5.31e-13 1.54e-12 1.82e-13 1.12e-11 3.06e-14 1.1e-05 0.002626 0.011398 1.28e-07 0.132195 0.024215 0.356506 0.353284 1.19e-07 6.9e-08 7.23e-14 0.000216 8.15e-10 4.16e-07 8.08e-06 2.49e-13 2e-13 2.15e-15 9.67e-08 5.25e-09 2.21e-07 1.93e-06 4.61e-07 1.34e-05 0.001384 3.84e-07 0.129128 3.27e-05 0.000153 0.079455 0.029672 0.286777 0.073613 0.013962 0.968102 0.485219 0.784453 0.865812 1.65e-07 8.28e-08 7.56e-08 5.24e-09 0.613906 0.748831 0.319045 0.030028
"rs115849089" 1.79e-05 1.04e-08 4.94e-07 2.56e-07 3.79e-05 0.142706 0.000429 0.377087 0.080281 5.58e-08 0.000808 1.49e-05 1.48e-09 0.993637 0.453751 0.777947 0.681178 1.29e-09 7.29e-15 3.53e-12 0.066393 0.167447 0.005037 0.00283 0.000829 2.05e-08 3.34e-05 0.029912 0.9457 4.89e-15 3.3e-16 5.85e-17 1.86e-14 4.04e-14 7.07e-14 0.023889 0.200887 2.74e-22 0.015582 0.03117 0.00744 1.82e-18 3.11e-16 8.38e-15 2.79e-15 4.09e-18 2.15e-15 1.92e-17 2.22e-06 3.54e-07 1.31e-05 0.005651 0.009502 0.068518 0.00656 0.04965 0.003651 0.003489 0.002188 1.79e-09 7.89e-21 2.67e-22 0.04673 1.27e-22 5.42e-23 2.04e-21 1.82e-21 0.010136 0.267616 0.040847 6.9e-22 0.191392 0.073695 1.03e-20 0.000151 0.00073 0.000531 0.750563 1.55e-13 3.42e-19 2.45e-21 1.11e-21 4.98e-23 1.58e-25 4.64e-09 1.27e-15 2.01e-05 2.52e-05 1.08e-08 1.32e-07 1.36e-10 6.99e-07 0.032841 7.89e-10 1.88e-11 1.79e-12 9.34e-12 4.34e-11 8.83e-06 1.52e-12 3.44e-19 1.7e-08 1.45e-08 2.16e-10 0.121479
"rs12740374" 0.009665 5e-13 0.036036 5.15e-05 9.44e-07 0.000721 2.03e-07 0.000113 5.03e-15 0.000544 4.84e-05 1.49e-07 0.076556 1.69e-11 0.231062 0.152118 1.94e-26 0.23881 0.672145 0.274651 1.1e-23 1.72e-22 1.77e-21 2.22e-20 4.65e-20 7.37e-10 3.73e-07 1.05e-25 0.495714 0.038888 0.104625 0.810146 0.281054 0.600437 0.369901 1.67e-26 5.72e-26 0.658086 1.28e-25 4.01e-23 1.22e-24 0.182606 0.801786 0.208443 0.143241 0.334038 0.273836 0.0582 0.006083 0.015954 0.817989 0.136196 0.353638 0.208301 4.98e-26 2.49e-25 3.52e-24 1.66e-20 3.1e-23 0.207398 0.00854 0.08546 0.004988 0.924455 0.464393 0.807761 0.280104 1.59e-06 0.005458 5.65e-17 0.464562 7.62e-05 0.032036 0.014063 3.26e-24 5.54e-20 1.16e-18 4.59e-09 8.01e-09 1.15e-05 0.000429 0.000274 0.00589 0.443404 0.001831 9.2e-05 0.273417 0.278373 0.294858 0.393729 0.755705 0.55514 0.012758 0.068241 0.15127 0.500868 0.023928 9.16e-10 4.08e-16 4.32e-09 0.000142 0.17062 0.020313 0.014642 0.264567
"rs3005923" 0.011384 4.73e-14 0.851429 0.535499 0.404648 0.549612 0.222374 0.095144 2.41e-12 0.128958 0.057175 3.06e-07 0.000447 7.94e-15 0.20113 0.910515 7.06e-20 0.483307 0.542078 0.793119 6.41e-21 7.79e-20 5.12e-20 5.48e-19 6.37e-19 1.13e-11 6.63e-07 3.54e-19 0.078276 0.438226 0.491169 0.735333 0.746157 0.972171 0.887315 9.25e-20 3.46e-20 0.017912 4.26e-20 4.56e-19 7.88e-20 0.108452 0.378 0.093311 0.289249 0.12269 0.259811 0.45513 0.25913 0.411767 0.418763 0.781923 0.812375 0.990149 3.19e-18 3.24e-18 5.78e-18 9.86e-17 7.82e-18 0.001128 3.13e-05 0.000777 3.4e-05 0.071153 0.01564 0.115666 0.373423 0.000229 8.63e-06 4.02e-17 0.000899 0.14323 0.510954 0.000924 3.27e-17 5.73e-16 1.81e-15 5.25e-06 1.47e-09 2.42e-07 6.86e-06 1.76e-06 8.43e-05 0.008808 5.99e-05 0.244161 0.090997 0.113759 0.236647 0.202919 0.597539 0.228375 4.22e-06 0.291348 0.123459 0.081436 0.322246 8.35e-12 2.43e-16 4.57e-11 1.33e-06 0.404351 0.749209 0.281222 0.637647
"rs2495477" 0.155691 3.14e-08 0.247957 0.077348 0.186601 0.877293 0.024064 0.685639 7.28e-06 0.016945 0.945716 0.001663 0.399125 6.29e-06 0.311995 0.460281 1.53e-10 0.940298 0.743301 0.236219 1.35e-11 8.31e-10 1.77e-10 6.9e-09 1.31e-09 5.81e-05 0.001443 3.03e-10 0.484864 0.07334 0.11723 0.177794 0.111542 0.179225 0.136054 3.19e-11 1.94e-10 0.008854 6.21e-11 1.02e-09 1.68e-10 0.115986 0.229871 0.119261 0.403947 0.52555 0.349573 0.697072 0.095687 0.18728 0.766378 0.417938 0.798545 0.536795 3.16e-10 4.28e-10 7.86e-10 5.35e-09 1.59e-09 0.51472 0.00019 0.001306 0.110358 0.032025 0.018327 0.141226 0.247747 0.19382 0.241938 2.34e-08 0.02696 0.204003 0.602236 0.369142 1.25e-09 9.92e-09 2.77e-08 0.005706 2.04e-06 6.55e-05 0.000179 0.000206 0.000778 0.036082 0.136713 0.765718 0.347481 0.237042 0.609789 0.867059 0.397409 0.820466 0.064347 0.087314 0.096868 0.204665 0.190807 4.45e-06 1.08e-07 1.7e-05 0.001128 0.108783 0.325045 0.262886 0.498656
"rs10184054" 0.128106 7.12e-17 0.004457 0.171743 0.73981 0.154426 0.699944 0.017207 7.18e-06 0.69472 0.001778 1.09e-05 1.34e-05 1.2e-09 0.010287 0.910757 2.32e-10 0.027485 1.16e-06 5.86e-06 5.48e-16 2.37e-15 5.18e-17 1.19e-16 2.81e-17 2.08e-21 3.24e-07 2.98e-11 0.001944 1.24e-08 9.98e-09 2.54e-08 2.52e-06 7.33e-05 2.14e-05 3.61e-13 1.28e-11 2.82e-16 3.35e-13 1.93e-11 2e-13 1.77e-11 2.37e-10 1.33e-09 0.00053 4.58e-06 3e-08 2.21e-05 9.49e-05 0.002707 0.789203 0.30658 0.939681 0.945903 1.78e-12 1.05e-10 3.18e-11 2.95e-10 2.71e-11 1.2e-06 6.89e-21 8.79e-21 0.003981 1.26e-13 3.26e-16 2.91e-13 3.87e-11 0.002311 0.013649 6.32e-12 2.09e-16 0.224476 0.707726 2.02e-12 3.85e-11 2.31e-09 9.89e-10 0.001745 2.78e-21 4.46e-24 4.48e-21 4.21e-23 1.16e-20 2.63e-20 4.45e-06 0.00019 0.000349 4.4e-06 5e-10 8.04e-07 9.52e-09 6.03e-06 2.82e-06 3.64e-05 4.37e-07 5.81e-06 2.27e-06 5.07e-24 1.11e-22 8.49e-25 4.88e-25 0.009344 0.00016 0.00056 0.032807
"rs17315646" 0.170502 0.000869 0.000391 0.003886 0.041106 0.010091 0.071607 0.202974 0.568573 0.158903 0.259995 0.074034 0.165325 0.19859 0.278345 0.092412 0.064337 0.003117 0.000539 0.000255 0.081132 0.415538 0.130464 0.155884 0.155141 0.14149 0.006875 0.001704 0.003381 0.000232 0.00012 0.000152 2.63e-05 2.99e-06 1.55e-05 0.001716 0.012217 2.8e-05 0.004573 0.024409 0.006318 0.002145 0.044726 0.000109 4.86e-05 6.28e-06 0.000201 2.33e-06 4.57e-05 3.5e-06 4.37e-06 3.45e-05 2.21e-05 8.06e-05 0.000404 0.001214 0.000335 0.001545 0.000451 0.006385 4.99e-05 6.58e-06 0.155424 1.65e-06 8.66e-06 7.14e-07 7.85e-07 0.291986 0.102696 0.023235 1.35e-05 0.611871 0.692176 3.86e-05 0.000342 0.000575 0.001578 0.463601 0.000186 5.46e-05 2.13e-05 1.18e-05 1.89e-05 1.07e-05 0.142221 1.04e-08 0.374056 0.534479 0.168418 0.161124 0.037507 0.154253 0.872803 0.001195 0.001759 0.001961 0.000153 0.262889 0.46063 0.1838 0.006754 0.005136 0.005361 0.000675 0.207129
"rs111543310" 6.73e-07 0.190193 0.549995 0.714713 0.734553 0.677646 0.976116 0.005216 0.206597 0.905962 0.000138 0.002255 0.002173 0.003369 0.023623 0.565481 0.139691 0.834467 1.53e-05 3.77e-18 0.000811 0.00095 0.000736 0.009528 0.000521 8.8e-08 0.007925 0.564319 3.2e-09 6.2e-12 6.88e-12 1.25e-11 1.66e-11 1.57e-09 2e-11 0.212101 0.204765 0.570484 0.117685 0.216337 0.064373 0.765916 0.329568 0.196293 0.059983 0.087826 0.571097 0.030844 0.082382 0.137285 0.789689 0.307475 0.592215 0.444465 0.636621 0.823775 0.63681 0.594697 0.464093 0.003509 0.143442 0.500727 3.62e-05 0.446138 0.444822 0.225947 0.082588 0.000924 8.96e-05 0.001094 0.239915 1.09e-07 1.27e-07 0.768444 0.871875 0.708649 0.692869 0.158916 0.156925 0.163006 0.33433 0.219952 0.437198 0.816067 0.000802 0.000852 1.37e-11 4.24e-11 2.76e-13 5.19e-15 3.13e-16 1.04e-16 1.45e-23 0.217723 0.100843 0.076354 0.130162 1.65e-05 2.16e-05 3.45e-05 0.001165 0.401837 0.217531 0.65385 0.057644
"rs185567543" 3.68e-06 2.13e-07 0.563029 0.365118 0.197226 0.401827 0.139952 0.013943 4.06e-11 0.052704 0.08519 6.59e-07 0.000132 1.03e-10 0.941481 0.000285 1.81e-13 7.64e-11 0.011383 0.136873 9.5e-10 7.59e-11 7.66e-12 4.45e-12 1.47e-12 2.29e-15 1.53e-05 5.57e-13 0.109584 0.281432 0.28038 0.312743 0.680636 0.723013 0.855415 7.01e-12 1.86e-12 0.036506 1.45e-13 1.11e-12 2.09e-14 0.791345 0.702211 0.651837 0.513759 0.110361 0.436261 0.811458 0.288196 0.136628 0.001637 0.017509 0.002388 0.006866 2.11e-13 2.12e-13 7.51e-14 5.56e-11 1.38e-14 3.74e-05 0.002781 0.012739 2.23e-05 0.101943 0.008342 0.182745 0.310051 5.36e-06 1.16e-05 7.54e-12 0.000482 7.85e-12 4.51e-07 2.38e-08 3.21e-13 4.75e-13 4.53e-14 1.69e-05 3.97e-09 5.34e-07 2.85e-06 4.94e-07 2.3e-05 0.002237 2.25e-05 0.600443 0.042168 0.068751 0.92134 0.127405 0.571201 0.749695 0.587991 0.357803 0.936891 0.708346 0.218358 1.54e-08 2.42e-10 4.81e-09 3.26e-09 0.806667 0.186757 0.886228 0.004713
"rs8107974" 0.032234 2.88e-09 0.620183 0.508256 0.244779 0.483715 0.338712 1.34e-08 1.48e-08 0.971658 5.7e-11 1.94e-07 1.84e-09 1.4e-07 0.506159 0.341339 9.28e-05 9.33e-05 0.692738 0.249039 8.14e-07 1.53e-05 2.47e-08 1.45e-07 7.22e-09 5.86e-11 1.07e-06 2.61e-05 0.639795 0.061096 0.052659 0.024134 0.136348 0.321453 0.217044 4.87e-06 1.62e-05 6.5e-14 1.25e-06 9.59e-07 3.54e-07 3e-11 2.21e-11 4.2e-12 5.91e-10 7.04e-11 3.04e-11 2.49e-09 0.400202 0.194109 0.021131 0.006087 0.000525 0.000654 4.86e-06 4.78e-05 1.43e-06 6.72e-07 4.45e-07 2.42e-09 3.5e-16 2.95e-15 3.51e-07 1.94e-13 1.68e-13 4.46e-12 6.66e-10 6.08e-13 6.5e-07 5.32e-09 8.73e-15 0.001365 0.001055 1.24e-07 1.37e-06 3.52e-08 2.67e-09 5.43e-05 3.76e-11 1.97e-12 1.48e-13 2.42e-12 2.25e-13 4.17e-12 2.98e-10 4.31e-06 0.667723 0.927667 0.378902 0.564659 0.052002 0.474292 5.28e-07 5.79e-11 9.52e-10 1.28e-08 4.74e-09 4.36e-12 3.97e-09 3.23e-12 1.06e-12 7.16e-08 4.29e-07 2.47e-08 0.00045
"rs1943973" 6.09e-14 0.836576 0.043331 0.076807 0.121287 0.287438 0.172505 0.039209 0.11765 0.600004 0.119333 0.042789 0.186758 0.24235 0.314101 0.147359 0.839109 0.376205 1.16e-11 1.38e-15 0.582261 0.49542 0.400191 0.540553 0.329855 0.063091 0.048952 0.293601 0.345513 6.39e-12 3.97e-12 1e-10 5.61e-13 8.56e-13 2.75e-13 0.544164 0.685322 0.241676 0.754697 0.954884 0.922711 0.23979 0.041878 0.027444 0.368451 0.533588 0.083314 0.581022 1.56e-06 8.52e-08 5.38e-10 6.88e-10 1.12e-11 7.77e-11 0.482528 0.264384 0.617758 0.65817 0.824591 0.667405 0.11005 0.087478 2.16e-06 0.482035 0.417915 0.472599 0.837888 0.006359 3.11e-06 0.003452 0.11253 0.91041 0.345809 0.557309 0.804018 0.769975 0.283209 0.357457 0.736931 0.635346 0.552972 0.490666 0.541718 0.634093 0.081502 0.971433 8.74e-12 1.3e-10 1.82e-10 8.72e-12 6.35e-10 1.09e-09 8.56e-14 0.061788 0.059312 0.139693 0.126442 0.045743 0.156024 0.053482 0.087468 0.05817 0.033979 0.129769 0.644591
"rs11039433" 0.050704 0.305846 0.606572 0.692633 0.714632 0.910712 0.932118 0.901042 0.663471 0.794737 0.094975 0.474693 0.90308 0.180384 0.410669 0.338978 0.495341 0.747185 0.008086 0.004729 0.872028 0.868488 0.807318 0.704771 0.654902 0.255967 0.640617 0.586943 0.911155 0.002929 0.005042 0.00604 0.004978 0.006685 0.005646 0.991644 0.672216 0.059297 0.969316 0.838312 0.904374 0.204422 0.01585 0.021192 0.117624 0.039786 0.14619 0.076012 0.140396 0.108237 0.085098 0.291739 0.442069 0.444456 0.960684 0.538402 0.892609 0.89592 0.820477 0.760283 0.108461 0.05711 0.514015 0.101217 0.044706 0.021525 0.034433 0.394715 0.577757 0.830087 0.041166 0.54106 0.496672 0.000979 0.83572 0.87468 0.754869 0.411531 0.106104 0.078652 0.040156 0.012612 0.034024 0.039515 0.794358 0.269846 0.024283 0.03745 0.033527 0.021161 0.020955 0.019734 0.61504 0.045087 0.021189 0.231995 0.028096 0.232452 0.551264 0.21772 0.076018 0.012768 0.016815 0.107494 0.395386
"rs2744952" 0.000193 0.928106 0.152191 0.098175 0.198933 0.437653 0.064816 0.078468 0.019701 0.106834 0.091737 0.178707 0.728262 0.059857 0.986629 0.202824 0.125546 0.324131 0.000248 0.039293 0.040632 0.094139 0.093741 0.161463 0.134485 0.719737 0.185674 0.414299 0.251846 0.002163 0.001125 0.002409 0.0014 0.001728 0.00124 0.109329 0.224903 0.432699 0.111152 0.136147 0.124036 0.158987 0.198934 0.397513 0.243803 0.703487 0.427575 0.24449 0.000325 0.000272 0.000262 0.000598 0.000344 0.001234 0.239353 0.389079 0.207985 0.242894 0.221892 0.771681 0.781206 0.704381 0.006595 0.652654 0.42756 0.392849 0.407189 0.038379 0.018581 0.039063 0.530736 0.065288 0.040543 0.341778 0.293449 0.339103 0.382676 0.040341 0.745447 0.427015 0.572356 0.617973 0.486685 0.260456 0.517961 0.256008 0.453751 0.43834 0.182807 0.126724 0.062899 0.025196 0.043723 0.400644 0.656882 0.34232 0.36111 0.690667 0.288972 0.784614 0.655749 0.475649 0.683742 0.367548 0.766861
"rs6976930" 0.256379 0.019003 0.00058 0.000723 0.012118 0.869182 0.023763 0.068878 0.695083 1.79e-07 0.067442 0.002302 4.48e-05 0.128487 0.001981 0.332045 0.024967 2.3e-09 2.38e-05 1.21e-06 0.091669 0.043913 0.267868 0.323684 0.488743 0.047372 0.004025 0.872072 5.35e-05 2.31e-05 3.07e-07 4.36e-08 1.98e-06 3.13e-07 1.41e-06 0.577818 0.203217 1.16e-13 0.442271 0.261884 0.555472 1.16e-12 3.75e-14 3.53e-13 4.79e-13 2.67e-09 1.31e-12 7.22e-15 0.066468 0.042457 0.015676 0.344301 0.165454 0.569922 0.973689 0.91427 0.773601 0.341944 0.669213 8.41e-05 7.18e-09 4.54e-11 0.405964 1.63e-14 2.01e-13 8.57e-16 3.06e-16 0.06783 0.34314 0.853454 1.97e-12 0.072386 0.000883 5.87e-09 0.309035 0.287906 0.186089 0.125265 1.95e-05 3.27e-09 2e-10 5.08e-09 6.17e-12 3.36e-12 0.000121 1.06e-18 0.019241 0.005416 0.000248 0.001114 1.84e-05 0.000145 0.738341 2.29e-09 7.96e-11 6.64e-08 5.69e-11 0.032229 0.893374 0.008652 5.26e-08 7.12e-08 2.01e-09 1.5e-08 0.124428
"rs17426565" 0.189871 0.021243 0.247223 0.619441 0.771645 0.175108 0.937278 0.912737 0.025548 0.203868 0.495555 0.045883 0.033148 0.014875 0.620602 0.622776 0.012937 0.070042 0.33443 0.984878 0.007859 0.005014 0.003485 0.003463 0.002639 0.003927 0.098877 0.02148 0.213464 0.649834 0.644306 0.726248 0.510513 0.353227 0.455949 0.023753 0.019026 0.163664 0.011466 0.009122 0.00858 0.470456 0.362238 0.224797 0.412167 0.434965 0.286392 0.311609 0.410236 0.311211 0.095471 0.162305 0.08169 0.123063 0.031304 0.031674 0.022996 0.019361 0.017088 0.010628 0.16899 0.161043 0.015165 0.355762 0.24781 0.722161 0.48119 0.14125 0.020643 0.010993 0.058893 0.262147 0.39433 0.563741 0.022645 0.01984 0.009239 0.0202 0.164338 0.116461 0.145018 0.11689 0.15312 0.216866 0.022036 0.596604 0.285818 0.334659 0.398265 0.467762 0.737917 0.690341 0.021056 0.223673 0.402137 0.168209 0.140138 0.005957 0.004184 0.006254 0.02284 0.803942 0.933849 0.778226 0.215263
"rs4149307" 6.38e-06 0.501634 0.14264 0.057326 0.112968 0.747759 0.051227 0.058185 0.004111 0.007266 0.15781 0.090741 0.236378 1.12e-05 0.516167 0.170466 0.183522 0.15745 3.08e-08 1.7e-06 0.324316 0.858812 0.862352 0.647343 0.870506 0.221527 0.039392 0.120027 5.01e-06 9.35e-08 5.97e-08 7.28e-08 2.82e-06 0.000104 9.08e-06 0.068367 0.085072 0.658768 0.184326 0.223843 0.268024 0.934595 0.678564 0.977514 0.300318 0.368559 0.182281 0.43017 0.201012 0.148451 0.202928 0.62952 0.595404 0.847416 0.029331 0.028259 0.043466 0.019119 0.052103 0.062664 0.352112 0.526735 0.016469 0.490682 0.655063 0.515987 0.484221 0.00402 0.012532 0.000678 0.964896 0.162947 0.182962 0.377157 0.078935 0.049507 0.020525 0.001431 0.3407 0.738399 0.679173 0.941271 0.829328 0.962232 0.14991 0.377725 3.55e-08 1.18e-07 1.75e-07 2.88e-09 1.09e-08 1.19e-09 0.001514 0.993282 0.959575 0.544093 0.748008 0.414772 0.318613 0.365555 0.48441 0.940959 0.561809 0.939599 0.479121
"rs75679663" 0.000117 0.000169 0.009045 0.027113 0.00151 6.98e-12 0.066942 0.082496 0.088311 1.67e-06 0.123961 0.008484 9.64e-05 1.85e-09 0.226622 0.606419 0.007675 0.154333 0.071028 0.066959 0.000225 0.001249 4.6e-05 0.000664 2.16e-05 1.46e-08 0.009679 0.00799 0.262964 0.073936 0.107211 0.294363 0.12791 0.208155 0.122721 0.005072 0.005815 0.004105 0.001801 0.001661 0.000744 0.036115 0.017689 0.009637 0.024477 0.023058 0.017489 0.030474 0.959308 0.854752 0.316564 0.321225 0.143839 0.183272 0.011331 0.011617 0.004058 0.000522 0.001688 0.00013 0.003063 0.002894 0.007786 0.007695 0.007355 0.009992 0.01614 0.018472 0.027344 8.09e-05 0.000114 0.632848 0.495369 0.030773 0.006352 0.003512 0.000475 1.95e-21 0.003402 0.000429 0.000495 0.000342 0.000418 0.000603 0.000264 0.764399 0.000597 0.002115 0.006875 0.007844 0.096542 0.016473 8.65e-09 0.010465 0.014775 0.012323 0.014007 1.3e-07 1.26e-05 9.46e-08 1.45e-07 0.009231 0.005959 0.006832 0.393202
"rs686030" 8.41e-06 0.898938 0.162088 0.273779 0.229309 0.023185 0.351821 0.480139 0.385287 0.285014 0.45865 0.026067 0.292101 0.129983 0.511239 0.010228 0.941339 0.249172 1.29e-06 1.1e-05 0.500202 0.141813 0.22551 0.160415 0.175702 0.348904 0.009656 0.553552 1.26e-07 1.52e-06 2.36e-06 1.15e-05 2.63e-05 0.000342 5.44e-05 0.787879 0.889168 0.933352 0.998069 0.85865 0.940314 0.75045 0.654591 0.393445 0.316243 0.426912 0.675206 0.203669 0.461271 0.444344 0.397668 0.747783 0.909472 0.883115 0.475878 0.650594 0.434509 0.536058 0.429216 0.208248 0.880346 0.767071 0.071909 0.82995 0.943219 0.9658 0.468023 0.906076 0.067967 0.065033 0.655467 0.590084 0.546587 0.537903 0.269283 0.26351 0.132108 0.025803 0.429039 0.637574 0.629883 0.270033 0.625827 0.963793 0.183707 0.11733 2.15e-07 1.47e-08 1.98e-09 2.09e-08 1.21e-08 1.01e-06 0.000505 0.400206 0.43256 0.15873 0.328873 0.015941 0.034338 0.024177 0.317505 0.396235 0.990451 0.305939 0.960814
"rs8113156" 0.351026 0.041152 0.152324 0.248844 0.491649 0.510937 0.110647 0.196887 0.104906 0.858382 0.549091 0.014514 0.088776 0.022779 0.807942 0.353325 0.003738 0.74478 0.693046 0.526868 0.013647 0.003915 0.017565 0.006793 0.023922 0.167751 0.009562 0.004617 0.274917 0.636632 0.666694 0.653091 0.506887 0.419592 0.44862 0.018821 0.004479 0.634203 0.02126 0.004362 0.022635 0.735396 0.786966 0.723553 0.634224 0.81982 0.427698 0.986371 0.873189 0.99639 0.575835 0.966492 0.848368 0.886601 0.020726 0.004768 0.0307 0.006112 0.033795 0.183312 0.150018 0.263129 0.030473 0.47244 0.672399 0.487185 0.900829 0.414331 0.075245 0.05009 0.450522 0.875047 0.587584 0.741659 0.131272 0.1111 0.099795 0.161419 0.076087 0.218194 0.281222 0.365746 0.368477 0.578912 0.055935 0.659326 0.900082 0.966211 0.937507 0.931007 0.795265 0.579497 0.244639 0.827347 0.689077 0.752116 0.768957 0.143986 0.025551 0.16957 0.408051 0.473489 0.285702 0.856228 0.246628
